Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
935,911,Mother,Alex010614,would you like that one ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [pro:dem|that] [pro:indef|one ?],MotherofAlex_Alex010614_911
936,912,Alex,Alex010614,yyy yyy .,Alex,3475.021,3476.973,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_912
937,913,Mother,Alex010614,c'mere (replacement:replacement:come here) honey .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT 2|3|JCT] [3|1|OBJ 4|1|PUNCT],[v|come adv|here] [n|honey .],MotherofAlex_Alex010614_913
938,914,Mother,Alex010614,xxx get your nose .,Alex,3476.973,3478.596,[],,,,,,,,,,,[] [1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[] [v|get] [det:poss|your] [n|nose .],MotherofAlex_Alex010614_914
939,915,Mother,Alex010614,runny nose .,Alex,3478.596,3479.996,[],,,,,,,,,,,[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|run&dv-Y] [n|nose .],MotherofAlex_Alex010614_915
940,916,Alex,Alex010614,yyy yyy yyy .,Alex,3479.996,3485.08,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_916
941,917,Alex,Alex010614,yyy .,Alex,3485.08,3486.658,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_917
942,918,Mother,Alex010614,I think these wands (.) just aren't that great .,Alex,3486.658,3489.726,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|4|XMOD] [9|8|PRED 10|2|PUNCT],[pro:sub|I] [v|think] [pro:dem|these] [n|wand-PL] [adj|just] [aux|be&PRES~neg|not] [pro:dem|that] [adj|great .],MotherofAlex_Alex010614_918
943,919,Alex,Alex010614,yyy yyy .,Alex,3489.726,3493.92,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_919
944,920,Mother,Alex010614,try that one (.) okay .,Alex,3493.92,3497.026,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|2|OBJ] [4|3|PRED 5|1|PUNCT],[v|try] [pro:dem|that] [pro:indef|one] [adj|okay .],MotherofAlex_Alex010614_920
945,921,Alex,Alex010614,yyy yyy .,Alex,3497.026,3508.32,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_921
946,922,Mother,Alex010614,wee: .,Alex,3508.321,3515.175,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|wee .],MotherofAlex_Alex010614_922
947,923,Alex,Alex010614,wee .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|wee .],AlexofAlex_Alex010614_923
948,924,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_924
949,925,Alex,Alex010614,yyy yyy yyy yyy .,Alex,3515.176,3520.786,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_925
950,926,Mother,Alex010614,what is that ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_926
951,927,Alex,Alex010614,yyy yyy yyy .,Alex,3520.786,3524.56,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_927
952,928,Alex,Alex010614,yyy yyy yyy .,Alex,3524.561,3528.16,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_928
953,929,Mother,Alex010614,pop em (replacement:replacement:them) .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|pop] [pro:obj|them .],MotherofAlex_Alex010614_929
954,930,Mother,Alex010614,pop pop pop .,Alex,3528.161,3531.99,[],,,,,,,,,,,[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|pop] [n|pop] [n|pop .],MotherofAlex_Alex010614_930
955,931,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_931
956,932,Mother,Alex010614,who's that ?,Alex,3531.991,3544.638,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_932
957,933,Mother,Alex010614,is that a tree ?,Alex,3544.638,3562.638,[],,,,,,,,,,,[1|0|ROOT] [2|1|PRED] [3|4|DET] [4|2|OBJ 5|1|PUNCT],[cop|be&3S] [pro:rel|that] [det:art|a] [n|tree ?],MotherofAlex_Alex010614_933
958,934,Alex,Alex010614,tree .,Alex,3562.636,3566.465,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|tree .],AlexofAlex_Alex010614_934
959,935,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_935
960,936,Mother,Alex010614,tree .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|tree .],MotherofAlex_Alex010614_936
961,937,Alex,Alex010614,yyy .,Alex,3566.465,3568.396,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_937
962,938,Mother,Alex010614,thank you .,Alex,3568.396,3573.996,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_938
963,939,Mother,Alex010614,this one just doesn't work for me .,Alex,3573.996,3591.218,[],,,,,,,,,,,[1|2|DET] [2|6|LINK] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|0|ROOT] [7|6|JCT] [8|7|POBJ 9|6|PUNCT],[pro:dem|this] [pro:indef|one] [adj|just] [mod|do&3S~neg|not] [v|work] [prep|for] [pro:obj|me .],MotherofAlex_Alex010614_939
964,940,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_940
965,941,Mother,Alex010614,thank you .,Alex,3591.218,3595.663,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_941
966,942,Mother,Alex010614,xxx .,Alex,3595.663,3614.465,silence,,,,,,,,,,,[],[],MotherofAlex_Alex010614_942
